iso,run_id,spec,arm,rep,attempt,status,cost_usd,wall_s,accepted,cli_version,model,exclusion_reason,notes
2026-08-28T01:56:55.451823+09:00,ct_library_C_rep1,ct_library,C,1,1,aborted,0,324.3,,2.1.247 (Claude Code),,,NoModelCallError: 部分実行: 2/3 タスクしかモデルを呼べなかった。観測として扱ってはならない
2026-08-28T07:27:13.805089+09:00,ct_library_B_rep1,ct_library,B,1,1,dry_run,,,,2.1.247 (Claude Code),,,dry-run（モデル未呼び出し）
2026-08-28T07:27:14.061344+09:00,n_db_chain_B_rep1,n_db_chain,B,1,1,dry_run,,,,2.1.247 (Claude Code),,,dry-run（モデル未呼び出し）
2026-08-28T07:27:14.253364+09:00,w_two_files_B_rep1,w_two_files,B,1,1,dry_run,,,,2.1.247 (Claude Code),,,dry-run（モデル未呼び出し）
2026-08-28T07:27:14.357202+09:00,s17_w_two_files_B_rep1,s17_w_two_files,B,1,1,dry_run,,,,2.1.247 (Claude Code),,,dry-run（モデル未呼び出し）
2026-08-28T07:27:14.459335+09:00,s17_n_db_chain_B_rep1,s17_n_db_chain,B,1,1,dry_run,,,,2.1.247 (Claude Code),,,dry-run（モデル未呼び出し）
2026-08-28T07:27:14.567411+09:00,ct_library_C_rep1,ct_library,C,1,1,dry_run,,,,2.1.247 (Claude Code),,,dry-run（モデル未呼び出し）
2026-08-28T07:27:14.675658+09:00,n_db_chain_C_rep1,n_db_chain,C,1,1,dry_run,,,,2.1.247 (Claude Code),,,dry-run（モデル未呼び出し）
2026-08-28T07:27:14.805690+09:00,w_two_files_C_rep1,w_two_files,C,1,1,dry_run,,,,2.1.247 (Claude Code),,,dry-run（モデル未呼び出し）
2026-08-28T07:27:14.908042+09:00,s17_w_two_files_C_rep1,s17_w_two_files,C,1,1,dry_run,,,,2.1.247 (Claude Code),,,dry-run（モデル未呼び出し）
2026-08-28T07:27:15.007297+09:00,s17_n_db_chain_C_rep1,s17_n_db_chain,C,1,1,dry_run,,,,2.1.247 (Claude Code),,,dry-run（モデル未呼び出し）
2026-08-28T07:30:33.333038+09:00,ct_library_B_rep1,ct_library,B,1,1,aborted,0,36.9,,2.1.247 (Claude Code),,,"NoModelCallError: モデル呼び出しが記録されなかった（cost=0, tokens=0）。利用上限・認証切れ・provider 枯渇の可能性がある"
2026-08-28T07:35:05.861262+09:00,ct_library_B_rep1,ct_library,B,1,1,completed,0.6249544,238.5,1,2.1.247 (Claude Code),,,...................                                                      [100%] 19 passed in 6.27s 
2026-08-28T07:42:13.882383+09:00,n_db_chain_B_rep1,n_db_chain,B,1,1,completed,0.4120718,427.3,1,2.1.247 (Claude Code),,,.......                                                                  [100%] 7 passed in 28.78s 
2026-08-28T07:43:14.999035+09:00,w_two_files_B_rep1,w_two_files,B,1,1,completed,0.32642479999999996,59.5,1,2.1.247 (Claude Code),,,.................                                                        [100%] 17 passed in 0.10s 
2026-08-28T07:52:34.187225+09:00,s17_w_two_files_B_rep1,s17_w_two_files,B,1,1,completed,0.4940958000000001,559.1,1,2.1.247 (Claude Code),,,.........                                                                [100%] 9 passed in 19.59s 
2026-08-28T08:03:13.896133+09:00,s17_n_db_chain_B_rep1,s17_n_db_chain,B,1,1,completed,0.5390396,625.9,1,2.1.247 (Claude Code),,,.......                                                                  [100%] 7 passed in 60.84s (0:01:00) 
2026-08-28T08:10:21.082724+09:00,ct_library_C_rep1,ct_library,C,1,1,completed,0.9973517999999999,410.2,1,2.1.247 (Claude Code),,,...................                                                      [100%] 19 passed in 6.01s 
2026-08-28T08:16:28.217677+09:00,n_db_chain_C_rep1,n_db_chain,C,1,1,completed,0.5355707999999999,366.1,1,2.1.247 (Claude Code),,,.......                                                                  [100%] 7 passed in 43.31s 
2026-08-28T08:18:09.866501+09:00,w_two_files_C_rep1,w_two_files,C,1,1,completed,0.3594668,89.2,1,2.1.247 (Claude Code),,,.................                                                        [100%] 17 passed in 0.13s 
2026-08-28T08:22:41.575447+09:00,s17_w_two_files_C_rep1,s17_w_two_files,C,1,1,completed,0.5663374,271.5,1,2.1.247 (Claude Code),,,.........                                                                [100%] 9 passed in 17.12s 
2026-08-28T08:31:17.343406+09:00,s17_n_db_chain_C_rep1,s17_n_db_chain,C,1,1,completed,0.4625108,502.7,1,2.1.247 (Claude Code),,,.......                                                                  [100%] 7 passed in 52.07s 
2026-08-28T19:07:05.107562+09:00,s17_w_two_files_C_rep2,s17_w_two_files,C,2,1,aborted,0,34.6,,2.1.247 (Claude Code),,,"NoModelCallError: モデル呼び出しが記録されなかった（cost=0, tokens=0）。利用上限・認証切れ・provider 枯渇の可能性がある"
2026-08-28T19:11:06.273311+09:00,s17_w_two_files_C_rep2,s17_w_two_files,C,2,1,completed,0.4905476,206.1,1,2.1.247 (Claude Code),,,.........                                                                [100%] 9 passed in 31.21s 
2026-08-28T19:16:21.213669+09:00,m_mixed_C_rep2,m_mixed,C,2,1,completed,0.7243966000000001,305.5,1,2.1.247 (Claude Code),,,........................                                                 [100%] 24 passed in 38.77s 
2026-08-28T19:22:12.191928+09:00,s17_n_db_chain_C_rep2,s17_n_db_chain,C,2,1,completed,0.624433,350.3,1,2.1.247 (Claude Code),,,.......                                                                  [100%] 7 passed in 25.83s 
2026-08-28T19:27:46.405518+09:00,ct_library_C_rep2,ct_library,C,2,1,completed,1.0844114,331.8,1,2.1.247 (Claude Code),,,...................                                                      [100%] 19 passed in 6.58s 
2026-08-28T19:34:08.276315+09:00,s17_m_mixed_C_rep2,s17_m_mixed,C,2,1,completed,0.6346376,380.8,1,2.1.247 (Claude Code),,,.............                                                            [100%] 13 passed in 62.88s (0:01:02) 
2026-08-28T19:39:38.041702+09:00,n_db_chain_C_rep2,n_db_chain,C,2,1,completed,0.4507608,313.0,1,2.1.247 (Claude Code),,,.......                                                                  [100%] 7 passed in 69.79s (0:01:09) 
2026-08-28T19:41:10.029950+09:00,w_two_files_C_rep2,w_two_files,C,2,1,completed,0.3385766,79.5,1,2.1.247 (Claude Code),,,.................                                                        [100%] 17 passed in 0.13s 
2026-08-28T19:47:20.902555+09:00,s17_w_two_files_B_rep2,s17_w_two_files,B,2,1,completed,0.5543896,370.1,1,2.1.247 (Claude Code),,,.........                                                                [100%] 9 passed in 48.90s 
2026-08-28T19:53:47.524295+09:00,m_mixed_B_rep2,m_mixed,B,2,1,completed,0.767938,373.1,1,2.1.247 (Claude Code),,,........................                                                 [100%] 24 passed in 39.81s 
2026-08-28T20:05:59.667127+09:00,s17_n_db_chain_B_rep2,s17_n_db_chain,B,2,1,completed,0.6527914,729.3,1,2.1.247 (Claude Code),,,.......                                                                  [100%] 7 passed in 42.79s 
2026-08-28T20:10:58.956362+09:00,ct_library_B_rep2,ct_library,B,2,1,completed,0.7093108,298.0,1,2.1.247 (Claude Code),,,...................                                                      [100%] 19 passed in 6.27s 
2026-08-28T20:13:27.591740+09:00,s17_m_mixed_B_rep2,s17_m_mixed,B,2,1,aborted,0,147.5,,2.1.247 (Claude Code),,,"NoModelCallError: モデル呼び出しが記録されなかった（cost=0, tokens=0）。利用上限・認証切れ・provider 枯渇の可能性がある"
2026-08-28T20:49:07.627282+09:00,s17_m_mixed_C_rep2,s17_m_mixed,C,2,1,dry_run,,,,2.1.247 (Claude Code),,,dry-run（モデル未呼び出し）
2026-08-28T20:49:07.760707+09:00,s17_m_mixed_B_rep2,s17_m_mixed,B,2,1,dry_run,,,,2.1.247 (Claude Code),,,dry-run（モデル未呼び出し）
2026-08-28T20:49:07.935449+09:00,n_db_chain_C_rep2,n_db_chain,C,2,1,dry_run,,,,2.1.247 (Claude Code),,,dry-run（モデル未呼び出し）
2026-08-28T20:49:08.050465+09:00,n_db_chain_B_rep2,n_db_chain,B,2,1,dry_run,,,,2.1.247 (Claude Code),,,dry-run（モデル未呼び出し）
2026-08-28T20:49:08.154541+09:00,w_two_files_C_rep2,w_two_files,C,2,1,dry_run,,,,2.1.247 (Claude Code),,,dry-run（モデル未呼び出し）
2026-08-28T20:49:08.255836+09:00,w_two_files_B_rep2,w_two_files,B,2,1,dry_run,,,,2.1.247 (Claude Code),,,dry-run（モデル未呼び出し）
2026-08-28T20:50:09.467289+09:00,s17_m_mixed_C_rep2,s17_m_mixed,C,2,1,aborted,0,32.7,,2.1.247 (Claude Code),,,"NoModelCallError: モデル呼び出しが記録されなかった（cost=0, tokens=0）。利用上限・認証切れ・provider 枯渇の可能性がある"
2026-08-28T20:52:25.223178+09:00,s17_m_mixed_C_rep2,s17_m_mixed,C,2,1,aborted,0,33.7,,2.1.247 (Claude Code),,,"NoModelCallError: モデル呼び出しが記録されなかった（cost=0, tokens=0）。利用上限・認証切れ・provider 枯渇の可能性がある"
2026-08-28T20:57:52.395156+09:00,s17_m_mixed_C_rep2,s17_m_mixed,C,2,1,completed,0.838217,294.6,1,2.1.247 (Claude Code),,,.............                                                            [100%] 13 passed in 34.13s 
2026-08-28T21:01:38.720223+09:00,s17_m_mixed_B_rep2,s17_m_mixed,B,2,1,completed,0.7456514,226.2,1,2.1.247 (Claude Code),,,.............                                                            [100%] 13 passed in 29.58s 
2026-08-28T21:06:45.673777+09:00,n_db_chain_C_rep2,n_db_chain,C,2,1,completed,0.515009,306.9,1,2.1.247 (Claude Code),,,.......                                                                  [100%] 7 passed in 39.36s 
2026-08-28T21:15:48.611164+09:00,n_db_chain_B_rep2,n_db_chain,B,2,1,completed,0.5477398,542.1,1,2.1.247 (Claude Code),,,.......                                                                  [100%] 7 passed in 31.67s 
2026-08-28T21:18:19.966937+09:00,w_two_files_C_rep2,w_two_files,C,2,1,completed,0.38892839999999995,141.2,1,2.1.247 (Claude Code),,,.................                                                        [100%] 17 passed in 0.13s 
2026-08-28T21:19:48.565279+09:00,w_two_files_B_rep2,w_two_files,B,2,1,completed,0.46942280000000003,87.6,1,2.1.247 (Claude Code),,,.................                                                        [100%] 17 passed in 0.16s 
2026-08-28T21:29:31.003239+09:00,ct_library_B_rep3,ct_library,B,3,1,aborted,0,27.6,,2.1.247 (Claude Code),,,"NoModelCallError: モデル呼び出しが記録されなかった（cost=0, tokens=0）。利用上限・認証切れ・provider 枯渇の可能性がある"
2026-08-28T21:34:11.686926+09:00,ct_library_B_rep3,ct_library,B,3,1,completed,0.6254206,248.3,1,2.1.247 (Claude Code),,,...................                                                      [100%] 19 passed in 5.65s 
2026-08-28T21:40:25.643538+09:00,ct_library_C_rep3,ct_library,C,3,1,completed,0.7764732,373.1,1,2.1.247 (Claude Code),,,...................                                                      [100%] 19 passed in 5.98s 
2026-08-28T21:43:56.096954+09:00,s17_w_two_files_B_rep3,s17_w_two_files,B,3,1,completed,0.5183912000000002,209.5,1,2.1.247 (Claude Code),,,.........                                                                [100%] 9 passed in 7.24s 
2026-08-28T21:47:51.131682+09:00,s17_w_two_files_C_rep3,s17_w_two_files,C,3,1,completed,0.5495534000000001,234.1,1,2.1.247 (Claude Code),,,.........                                                                [100%] 9 passed in 19.62s 
2026-08-28T21:48:46.209186+09:00,w_two_files_B_rep3,w_two_files,B,3,1,aborted,0,44.9,,2.1.247 (Claude Code),,,NoModelCallError: 部分実行: 1/2 タスクしかモデルを呼べなかった。観測として扱ってはならない
2026-08-28T22:03:24.539825+09:00,w_two_files_B_rep3,w_two_files,B,3,1,aborted,0,8.4,,2.1.247 (Claude Code),,,"NoModelCallError: モデル呼び出しが記録されなかった（cost=0, tokens=0）。利用上限・認証切れ・provider 枯渇の可能性がある"
2026-08-28T22:18:02.070270+09:00,w_two_files_B_rep3,w_two_files,B,3,1,aborted,0,8.6,,2.1.247 (Claude Code),,,"NoModelCallError: モデル呼び出しが記録されなかった（cost=0, tokens=0）。利用上限・認証切れ・provider 枯渇の可能性がある"
2026-08-28T22:32:42.503823+09:00,w_two_files_B_rep3,w_two_files,B,3,1,aborted,0,8.6,,2.1.247 (Claude Code),,,"NoModelCallError: モデル呼び出しが記録されなかった（cost=0, tokens=0）。利用上限・認証切れ・provider 枯渇の可能性がある"
2026-08-28T22:47:27.713768+09:00,w_two_files_B_rep3,w_two_files,B,3,1,aborted,0,8.1,,2.1.247 (Claude Code),,,"NoModelCallError: モデル呼び出しが記録されなかった（cost=0, tokens=0）。利用上限・認証切れ・provider 枯渇の可能性がある"
2026-08-29T01:45:04.040645+09:00,w_two_files_B_rep3,w_two_files,B,3,1,aborted,0,28.8,,2.1.247 (Claude Code),,,"NoModelCallError: モデル呼び出しが記録されなかった（cost=0, tokens=0）。利用上限・認証切れ・provider 枯渇の可能性がある"
2026-08-29T01:49:31.004989+09:00,w_two_files_B_rep3,w_two_files,B,3,1,completed,0.45530740000000003,233.0,1,2.1.247 (Claude Code),,,.................                                                        [100%] 17 passed in 1.46s 
2026-08-29T01:51:23.746944+09:00,w_two_files_C_rep3,w_two_files,C,3,1,completed,0.3448036,103.6,1,2.1.247 (Claude Code),,,.................                                                        [100%] 17 passed in 0.21s 
2026-08-29T01:57:27.695457+09:00,s17_m_mixed_B_rep3,s17_m_mixed,B,3,1,completed,0.7112914,356.6,1,2.1.247 (Claude Code),,,.............                                                            [100%] 13 passed in 26.76s 
2026-08-29T02:03:16.026545+09:00,s17_m_mixed_C_rep3,s17_m_mixed,C,3,1,completed,0.7910692000000001,347.4,1,2.1.247 (Claude Code),,,.............                                                            [100%] 13 passed in 21.66s 
2026-08-29T02:06:42.164103+09:00,m_mixed_B_rep3,m_mixed,B,3,1,completed,0.9147634,205.9,1,2.1.247 (Claude Code),,,........................                                                 [100%] 24 passed in 39.60s 
2026-08-29T02:15:35.605946+09:00,m_mixed_C_rep3,m_mixed,C,3,1,completed,1.1117378,533.2,1,2.1.247 (Claude Code),,,........................                                                 [100%] 24 passed in 13.75s 
2026-08-29T02:23:37.461815+09:00,s17_n_db_chain_B_rep3,s17_n_db_chain,B,3,1,completed,0.5595880000000001,481.7,1,2.1.247 (Claude Code),,,.......                                                                  [100%] 7 passed in 59.67s 
2026-08-29T02:27:55.956438+09:00,s17_n_db_chain_C_rep3,s17_n_db_chain,C,3,1,aborted,0,245.5,,2.1.247 (Claude Code),,,NoModelCallError: 部分実行: 1/2 タスクしかモデルを呼べなかった。観測として扱ってはならない
2026-08-29T02:39:31.072218+09:00,s17_n_db_chain_B_rep3,s17_n_db_chain,B,3,1,aborted,0,17.4,,2.1.247 (Claude Code),,,"NoModelCallError: モデル呼び出しが記録されなかった（cost=0, tokens=0）。利用上限・認証切れ・provider 枯渇の可能性がある"
2026-08-29T02:48:04.114593+09:00,s17_n_db_chain_B_rep3,s17_n_db_chain,B,3,1,completed,0.40399019999999997,474.7,1,2.1.247 (Claude Code),,,.......                                                                  [100%] 7 passed in 62.26s (0:01:02) 
2026-08-29T02:51:51.443368+09:00,s17_n_db_chain_B_rep3,s17_n_db_chain,B,3,1,aborted,0,29.1,,2.1.247 (Claude Code),,,"NoModelCallError: モデル呼び出しが記録されなかった（cost=0, tokens=0）。利用上限・認証切れ・provider 枯渇の可能性がある"
2026-08-29T03:01:44.781181+09:00,s17_n_db_chain_B_rep3,s17_n_db_chain,B,3,1,completed,0.4084894,555.4,1,2.1.247 (Claude Code),,,.......                                                                  [100%] 7 passed in 16.86s 
2026-08-29T03:05:42.696073+09:00,s17_n_db_chain_C_rep3,s17_n_db_chain,C,3,1,aborted,0,237.8,,2.1.247 (Claude Code),,,NoModelCallError: 部分実行: 1/2 タスクしかモデルを呼べなかった。観測として扱ってはならない
2026-08-29T08:01:59.351025+09:00,s17_n_db_chain_B_rep3,s17_n_db_chain,B,3,1,aborted,0,28.5,,2.1.247 (Claude Code),,,"NoModelCallError: モデル呼び出しが記録されなかった（cost=0, tokens=0）。利用上限・認証切れ・provider 枯渇の可能性がある"
2026-08-29T08:11:09.433520+09:00,s17_n_db_chain_B_rep3,s17_n_db_chain,B,3,1,completed,0.4807566000000001,516.5,1,2.1.247 (Claude Code),,,.......                                                                  [100%] 7 passed in 40.01s 
2026-08-29T08:18:38.090740+09:00,s17_n_db_chain_C_rep3,s17_n_db_chain,C,3,1,completed,0.46502160000000003,443.5,1,2.1.247 (Claude Code),,,.......                                                                  [100%] 7 passed in 56.54s 
2026-08-29T08:22:33.424337+09:00,n_db_chain_B_rep3,n_db_chain,B,3,1,completed,0.3912986,225.0,1,2.1.247 (Claude Code),,,.......                                                                  [100%] 7 passed in 40.39s 
2026-08-29T08:26:33.506170+09:00,n_db_chain_C_rep3,n_db_chain,C,3,1,completed,0.3611402,238.4,1,2.1.247 (Claude Code),,,.......                                                                  [100%] 7 passed in 11.23s 
2026-08-29T08:30:47.571605+09:00,m_mixed_C_rep4,m_mixed,C,4,1,aborted,0,28.7,,2.1.247 (Claude Code),,,NoModelCallError: 部分実行: 1/4 タスクしかモデルを呼べなかった。観測として扱ってはならない
2026-08-29T08:35:55.834530+09:00,m_mixed_C_rep4,m_mixed,C,4,1,completed,0.7111765999999999,274.4,1,2.1.247 (Claude Code),,,........................                                                 [100%] 24 passed in 49.11s 
2026-08-29T08:40:03.492133+09:00,m_mixed_B_rep4,m_mixed,B,4,1,completed,0.7607348,247.5,1,2.1.247 (Claude Code),,,........................                                                 [100%] 24 passed in 10.67s 
2026-08-29T08:46:43.558802+09:00,s17_w_two_files_C_rep4,s17_w_two_files,C,4,1,completed,0.650898,399.8,1,2.1.247 (Claude Code),,,.........                                                                [100%] 9 passed in 40.03s 
2026-08-29T08:53:25.123908+09:00,s17_w_two_files_B_rep4,s17_w_two_files,B,4,1,completed,0.7499032,390.8,1,2.1.247 (Claude Code),,,.........                                                                [100%] 9 passed in 44.49s 
2026-08-29T09:02:01.454690+09:00,ct_library_C_rep4,ct_library,C,4,1,completed,1.0583898,504.8,1,2.1.247 (Claude Code),,,...................                                                      [100%] 19 passed in 5.94s 
2026-08-29T09:06:37.974472+09:00,ct_library_B_rep4,ct_library,B,4,1,completed,0.7796532000000003,275.5,1,2.1.247 (Claude Code),,,...................                                                      [100%] 19 passed in 5.76s 
2026-08-29T09:11:55.808626+09:00,s17_m_mixed_C_rep4,s17_m_mixed,C,4,1,completed,0.7469882,316.7,1,2.1.247 (Claude Code),,,.............                                                            [100%] 13 passed in 46.34s 
2026-08-29T09:12:01.389800+09:00,s17_m_mixed_B_rep4,s17_m_mixed,B,4,1,aborted,0,5.4,,2.1.247 (Claude Code),,,"NoModelCallError: モデル呼び出しが記録されなかった（cost=0, tokens=0）。利用上限・認証切れ・provider 枯渇の可能性がある"
2026-08-29T12:39:01.551459+09:00,s17_m_mixed_C_rep4,s17_m_mixed,C,4,1,aborted,0,27.8,,2.1.247 (Claude Code),,,"NoModelCallError: モデル呼び出しが記録されなかった（cost=0, tokens=0）。利用上限・認証切れ・provider 枯渇の可能性がある"
2026-08-29T12:44:35.271227+09:00,s17_m_mixed_C_rep4,s17_m_mixed,C,4,1,completed,0.7494679999999999,299.5,1,2.1.247 (Claude Code),,,.............                                                            [100%] 13 passed in 37.47s 
2026-08-29T12:50:14.222917+09:00,s17_m_mixed_B_rep4,s17_m_mixed,B,4,1,completed,0.6753593999999999,337.6,1,2.1.247 (Claude Code),,,.............                                                            [100%] 13 passed in 17.24s 
2026-08-29T12:52:25.978851+09:00,n_db_chain_C_rep4,n_db_chain,C,4,1,completed,0.3887992,131.5,1,2.1.247 (Claude Code),,,.......                                                                  [100%] 7 passed in 41.85s 
2026-08-29T12:55:33.336516+09:00,n_db_chain_B_rep4,n_db_chain,B,4,1,completed,0.40767240000000005,187.2,1,2.1.247 (Claude Code),,,.......                                                                  [100%] 7 passed in 35.67s 
2026-08-29T12:57:42.570895+09:00,w_two_files_C_rep4,w_two_files,C,4,1,completed,0.42841740000000006,129.1,1,2.1.247 (Claude Code),,,.................                                                        [100%] 17 passed in 0.15s 
2026-08-29T12:59:24.902368+09:00,w_two_files_B_rep4,w_two_files,B,4,1,completed,0.39322239999999997,101.4,1,2.1.247 (Claude Code),,,.................                                                        [100%] 17 passed in 0.11s 
2026-08-29T13:08:00.529969+09:00,s17_n_db_chain_C_rep4,s17_n_db_chain,C,4,1,completed,0.6312526,514.6,1,2.1.247 (Claude Code),,,.......                                                                  [100%] 7 passed in 44.62s 
2026-08-29T13:20:31.068403+09:00,s17_n_db_chain_B_rep4,s17_n_db_chain,B,4,1,completed,0.5638924000000001,748.2,1,2.1.247 (Claude Code),,,.......                                                                  [100%] 7 passed in 19.95s 
2026-08-29T13:22:53.265356+09:00,m_mixed_B_rep5,m_mixed,B,5,1,aborted,0,25.9,,2.1.247 (Claude Code),,,"NoModelCallError: モデル呼び出しが記録されなかった（cost=0, tokens=0）。利用上限・認証切れ・provider 枯渇の可能性がある"
2026-08-29T13:25:03.324231+09:00,m_mixed_B_rep5,m_mixed,B,5,1,aborted,0,35.2,,2.1.247 (Claude Code),,,NoModelCallError: 部分実行: 2/4 タスクしかモデルを呼べなかった。観測として扱ってはならない
2026-08-29T13:27:31.919062+09:00,m_mixed_B_rep5,m_mixed,B,5,1,completed,1.0493846000000002,242.7,0,2.1.247 (Claude Code),,,"onEr... FAILED tests/test_html_text.py::test_bare_lt_mixed_with_real_tags - Assertion... FAILED tests/test_html_text.py::test_more_entities_unescaped - AssertionError... 5 failed, 19 passed in 35.13s "
2026-08-29T13:32:33.205482+09:00,m_mixed_B_rep5,m_mixed,B,5,1,completed,0.8013012,415.4,1,2.1.247 (Claude Code),,,........................                                                 [100%] 24 passed in 37.09s 
2026-08-29T13:32:58.496587+09:00,m_mixed_C_rep5,m_mixed,C,5,1,completed,0.8139344,326.4,1,2.1.247 (Claude Code),,,........................                                                 [100%] 24 passed in 37.68s 
2026-08-29T13:35:25.947006+09:00,ct_library_B_rep5,ct_library,B,5,1,aborted,0,146.8,,2.1.247 (Claude Code),,,"NoModelCallError: モデル呼び出しが記録されなかった（cost=0, tokens=0）。利用上限・認証切れ・provider 枯渇の可能性がある"
2026-08-29T13:35:50.871124+09:00,m_mixed_C_rep5,m_mixed,C,5,1,completed,0.3382712,197.5,0,2.1.247 (Claude Code),,,"LED tests/nightly/test_reader_states_api.py::test_partial_update_preserves_other_fields FAILED tests/nightly/test_reader_states_api.py::test_states_are_isolated_per_item 4 failed, 20 passed in 30.00s "
2026-08-29T13:35:57.091711+09:00,ct_library_B_rep5,ct_library,B,5,1,aborted,0,6.0,,2.1.247 (Claude Code),,,"NoModelCallError: モデル呼び出しが記録されなかった（cost=0, tokens=0）。利用上限・認証切れ・provider 枯渇の可能性がある"
2026-08-29T14:52:38.184078+09:00,ct_library_B_rep5,ct_library,B,5,1,aborted,0,10.5,,2.1.247 (Claude Code),,,"NoModelCallError: モデル呼び出しが記録されなかった（cost=0, tokens=0）。利用上限・認証切れ・provider 枯渇の可能性がある"
2026-08-29T15:07:58.608272+09:00,ct_library_B_rep5,ct_library,B,5,1,aborted,0,10.7,,2.1.247 (Claude Code),,,"NoModelCallError: モデル呼び出しが記録されなかった（cost=0, tokens=0）。利用上限・認証切れ・provider 枯渇の可能性がある"
2026-08-29T15:23:19.483532+09:00,ct_library_B_rep5,ct_library,B,5,1,aborted,0,10.5,,2.1.247 (Claude Code),,,"NoModelCallError: モデル呼び出しが記録されなかった（cost=0, tokens=0）。利用上限・認証切れ・provider 枯渇の可能性がある"
2026-08-29T15:38:40.533552+09:00,ct_library_B_rep5,ct_library,B,5,1,aborted,0,11.4,,2.1.247 (Claude Code),,,"NoModelCallError: モデル呼び出しが記録されなかった（cost=0, tokens=0）。利用上限・認証切れ・provider 枯渇の可能性がある"
2026-08-29T15:54:02.203147+09:00,ct_library_B_rep5,ct_library,B,5,1,aborted,0,10.5,,2.1.247 (Claude Code),,,"NoModelCallError: モデル呼び出しが記録されなかった（cost=0, tokens=0）。利用上限・認証切れ・provider 枯渇の可能性がある"
2026-08-29T16:09:21.197954+09:00,ct_library_B_rep5,ct_library,B,5,1,aborted,0,9.9,,2.1.247 (Claude Code),,,"NoModelCallError: モデル呼び出しが記録されなかった（cost=0, tokens=0）。利用上限・認証切れ・provider 枯渇の可能性がある"
2026-08-29T16:54:41.064904+09:00,ct_library_B_rep5,ct_library,B,5,1,aborted,0,9.9,,2.1.247 (Claude Code),,,"NoModelCallError: モデル呼び出しが記録されなかった（cost=0, tokens=0）。利用上限・認証切れ・provider 枯渇の可能性がある"
2026-08-29T17:10:12.709721+09:00,ct_library_B_rep5,ct_library,B,5,1,aborted,0,16.7,,2.1.247 (Claude Code),,,"NoModelCallError: モデル呼び出しが記録されなかった（cost=0, tokens=0）。利用上限・認証切れ・provider 枯渇の可能性がある"
2026-08-29T17:25:23.617874+09:00,ct_library_B_rep5,ct_library,B,5,1,aborted,0,6.8,,2.1.247 (Claude Code),,,"NoModelCallError: モデル呼び出しが記録されなかった（cost=0, tokens=0）。利用上限・認証切れ・provider 枯渇の可能性がある"
2026-08-29T17:46:25.888750+09:00,ct_library_B_rep5,ct_library,B,5,1,completed,0.6990358000000001,351.0,1,2.1.247 (Claude Code),,,...................                                                      [100%] 19 passed in 7.11s 
